mm x kg/m,Massa Linear (Kg/m),d (Altura do perfil mm),bf (mm),tw Espessura da Alma (mm),tf Espessura da Mesa (mm),h (Distância entre mesas mm),d' (Altura Livre da Alma-mm),Área(cm²),Ix (cm⁴),Wx (cm³),rx (cm),Zx (cm³),Iy (cm⁴),Wy (cm³),ry (cm),Zy (cm³),rt (cm),It (cm⁴),Esbeltez da Mesa (bf/2tf),Esbeltez da Alma (d'/tw),Cw (cm⁶),u (Área de pintura - m²/m)
2L127X76X9.5LLBB,"29,2","76,2",0,0,0,,,"36,9",612,"72,8","4,06",129,283,"37,2","2,77","78,8",0,0,0,0,0,0
2L127X76X9.5X9LLBB,"29,2","76,2",0,0,0,,,"36,9",612,"72,8","4,06",129,354,"43,8","3,1","96,4",0,0,0,0,0,0
2L127X76X9.5X19LLBB,"29,2","76,2",0,0,0,,,"36,9",612,"72,8","4,06",129,441,"51,5","3,45",114,0,0,0,0,0,0
2L127X76X7.9LLBB,"24,4","76,2",0,0,0,,,"31,1",520,"61,3","4,09",109,234,"30,6","2,74","62,6",0,0,0,0,0,0
2L127X76X7.9X9LLBB,"24,4","76,2",0,0,0,,,"31,1",520,"61,3","4,09",109,294,"36,2","3,07","77,3",0,0,0,0,0,0
2L127X76X7.9X19LLBB,"24,4","76,2",0,0,0,,,"31,1",520,"61,3","4,09",109,365,"42,6","3,43","92,3",0,0,0,0,0,0
2L127X76X6.4LLBB,"19,6","76,2",0,0,0,,,25,425,"49,5","4,11","87,8",185,"24,3","2,72","47,4",0,0,0,0,0,0
2L127X76X6.4X9LLBB,"19,6","76,2",0,0,0,,,25,425,"49,5","4,11","87,8",229,"28,2","3,02","59,3",0,0,0,0,0,0
2L127X76X6.4X19LLBB,"19,6","76,2",0,0,0,,,25,425,"49,5","4,11","87,8",286,"33,3","3,38","71,1",0,0,0,0,0,0
2L102X89X12.7LLBB,"35,2","88,9",0,0,0,,,"45,2",441,"62,9","3,12",113,604,"67,8","3,66",139,0,0,0,0,0,0
2L102X89X12.7X9LLBB,"35,2","88,9",0,0,0,,,"45,2",441,"62,9","3,12",113,720,"76,9","3,99",161,0,0,0,0,0,0
2L102X89X12.7X19LLBB,"35,2","88,9",0,0,0,,,"45,2",441,"62,9","3,12",113,862,"87,5","4,37",182,0,0,0,0,0,0
2L102X89X9.5LLBB,27,"88,9",0,0,0,,,"34,6",345,"48,5","3,18","87,2",450,"50,6","3,61","97,8",0,0,0,0,0,0
2L102X89X9.5X9LLBB,27,"88,9",0,0,0,,,"34,6",345,"48,5","3,18","87,2",537,"57,4","3,94",114,0,0,0,0,0,0
2L102X89X9.5X19LLBB,27,"88,9",0,0,0,,,"34,6",345,"48,5","3,18","87,2",637,"64,7","4,29",131,0,0,0,0,0,0
2L102X89X7.9LLBB,"22,8","88,9",0,0,0,,,29,294,41,"3,18","73,4",367,"41,3","3,56","78,3",0,0,0,0,0,0
2L102X89X7.9X9LLBB,"22,8","88,9",0,0,0,,,29,294,41,"3,18","73,4",437,"46,7","3,89","92,3",0,0,0,0,0,0
2L102X89X7.9X19LLBB,"22,8","88,9",0,0,0,,,29,294,41,"3,18","73,4",529,"53,7","4,27",106,0,0,0,0,0,0
2L102X89X6.4LLBB,"18,4","88,9",0,0,0,,,"23,5",241,"33,1","3,2","59,3",293,"32,9","3,53","60,1",0,0,0,0,0,0
2L102X89X6.4X9LLBB,"18,4","88,9",0,0,0,,,"23,5",241,"33,1","3,2","59,3",350,"37,4","3,86","71,4",0,0,0,0,0,0
2L102X89X6.4X19LLBB,"18,4","88,9",0,0,0,,,"23,5",241,"33,1","3,2","59,3",416,"42,3","4,22","82,6",0,0,0,0,0,0
2L102X76X15.9LLBB,"40,4","76,2",0,0,0,,,"51,5",499,"74,7","3,12",134,487,"63,9","3,07",146,0,0,0,0,0,0
2L102X76X15.9X9LLBB,"40,4","76,2",0,0,0,,,"51,5",499,"74,7","3,12",134,604,"74,6","3,43",170,0,0,0,0,0,0
2L102X76X15.9X19LLBB,"40,4","76,2",0,0,0,,,"51,5",499,"74,7","3,12",134,749,"87,3","3,81",195,0,0,0,0,0,0
2L102X76X12.7LLBB,33,"76,2",0,0,0,,,"41,9",416,"61,3","3,15",110,383,"50,3","3,02",109,0,0,0,0,0,0
2L102X76X12.7X9LLBB,33,"76,2",0,0,0,,,"41,9",416,"61,3","3,15",110,470,"58,2","3,35",129,0,0,0,0,0,0
2L102X76X12.7X19LLBB,33,"76,2",0,0,0,,,"41,9",416,"61,3","3,15",110,583,68,"3,73",149,0,0,0,0,0,0
2L102X76X9.5LLBB,"25,2","76,2",0,0,0,,,"32,1",328,"47,2","3,2","85,2",284,"37,2","2,97","75,9",0,0,0,0,0,0
2L102X76X9.5X9LLBB,"25,2","76,2",0,0,0,,,"32,1",328,"47,2","3,2","85,2",350,"43,3","3,3","91,1",0,0,0,0,0,0
2L102X76X9.5X19LLBB,"25,2","76,2",0,0,0,,,"32,1",328,"47,2","3,2","85,2",429,50,"3,66",107,0,0,0,0,0,0
2L102X76X7.9LLBB,"21,4","76,2",0,0,0,,,27,280,40,"3,23","71,8",234,"30,6","2,95","60,3",0,0,0,0,0,0
2L102X76X7.9X9LLBB,"21,4","76,2",0,0,0,,,27,280,40,"3,23","71,8",290,"35,7","3,28","73,3",0,0,0,0,0,0
2L102X76X7.9X19LLBB,"21,4","76,2",0,0,0,,,27,280,40,"3,23","71,8",356,"41,5","3,63",86,0,0,0,0,0,0
2L102X76X6.4LLBB,"17,2","76,2",0,0,0,,,"21,8",229,"32,4","3,23",58,186,"24,4","2,92",46,0,0,0,0,0,0
2L102X76X6.4X9LLBB,"17,2","76,2",0,0,0,,,"21,8",229,"32,4","3,23",58,227,28,"3,23","56,4",0,0,0,0,0,0
2L102X76X6.4X19LLBB,"17,2","76,2",0,0,0,,,"21,8",229,"32,4","3,23",58,280,"32,6","3,58","66,9",0,0,0,0,0,0
2L89X76X12.7LLBB,"30,2","76,2",0,0,0,,,39,287,"47,5","2,72","85,5",380,50,"3,12",107,0,0,0,0,0,0
2L89X76X12.7X9LLBB,"30,2","76,2",0,0,0,,,39,287,"47,5","2,72","85,5",470,"58,2","3,48",126,0,0,0,0,0,0
2L89X76X12.7X19LLBB,"30,2","76,2",0,0,0,,,39,287,"47,5","2,72","85,5",583,68,"3,86",145,0,0,0,0,0,0
2L89X76X11.1LLBB,27,"76,2",0,0,0,,,"34,5",258,"42,3","2,74",76,331,"43,4","3,1","90,8",0,0,0,0,0,0
2L89X76X11.1X9LLBB,27,"76,2",0,0,0,,,"34,5",258,"42,3","2,74",76,411,"50,8","3,45",107,0,0,0,0,0,0
2L89X76X11.1X19LLBB,27,"76,2",0,0,0,,,"34,5",258,"42,3","2,74",76,508,"59,2","3,84",124,0,0,0,0,0,0
2L89X76X9.5LLBB,"23,4","76,2",0,0,0,,,"29,9",227,"36,7","2,77","66,5",283,37,"3,07","75,2",0,0,0,0,0,0
2L89X76X9.5X9LLBB,"23,4","76,2",0,0,0,,,"29,9",227,"36,7","2,77","66,5",352,"43,4","3,43","89,5",0,0,0,0,0,0
2L89X76X9.5X19LLBB,"23,4","76,2",0,0,0,,,"29,9",227,"36,7","2,77","66,5",429,50,"3,78",104,0,0,0,0,0,0
2L89X76X7.9LLBB,"19,6","76,2",0,0,0,,,"25,2",194,"31,1","2,77","56,4",234,"30,6","3,05","60,1",0,0,0,0,0,0
2L89X76X7.9X9LLBB,"19,6","76,2",0,0,0,,,"25,2",194,"31,1","2,77","56,4",287,"35,4","3,38","72,1",0,0,0,0,0,0
2L89X76X7.9X19LLBB,"19,6","76,2",0,0,0,,,"25,2",194,"31,1","2,77","56,4",355,"41,5","3,76","84,1",0,0,0,0,0,0
2L89X76X6.4LLBB,16,"76,2",0,0,0,,,"20,4",160,"25,4","2,79","45,6",186,"24,4","3,02",46,0,0,0,0,0,0
2L89X76X6.4X9LLBB,16,"76,2",0,0,0,,,"20,4",160,"25,4","2,79","45,6",229,"28,3","3,35","55,7",0,0,0,0,0,0
2L89X76X6.4X19LLBB,16,"76,2",0,0,0,,,"20,4",160,"25,4","2,79","45,6",281,"32,8","3,71","65,4",0,0,0,0,0,0
2L89X64X12.7LLBB,"27,8","63,5",0,0,0,,,"35,7",270,"46,2","2,74","82,6",227,"35,7","2,52","81,6",0,0,0,0,0,0
2L89X64X12.7X9LLBB,"27,8","63,5",0,0,0,,,"35,7",270,"46,2","2,74","82,6",294,"43,1","2,87","98,7",0,0,0,0,0,0
2L89X64X12.7X19LLBB,"27,8","63,5",0,0,0,,,"35,7",270,"46,2","2,74","82,6",378,"51,8","3,25",116,0,0,0,0,0,0
2L89X64X9.5LLBB,"21,4","63,5",0,0,0,,,"27,4",213,"35,7","2,79","64,2",166,"26,2","2,46",56,0,0,0,0,0,0
2L89X64X9.5X9LLBB,"21,4","63,5",0,0,0,,,"27,4",213,"35,7","2,79","64,2",217,"31,8","2,82","69,2",0,0,0,0,0,0
2L89X64X9.5X19LLBB,"21,4","63,5",0,0,0,,,"27,4",213,"35,7","2,79","64,2",276,"37,9","3,18","82,1",0,0,0,0,0,0
2L89X64X7.9LLBB,18,"63,5",0,0,0,,,"23,1",183,"30,3","2,82","54,7",137,"21,6","2,44","44,6",0,0,0,0,0,0
2L89X64X7.9X9LLBB,18,"63,5",0,0,0,,,"23,1",183,"30,3","2,82","54,7",177,"25,9","2,77","55,6",0,0,0,0,0,0
2L89X64X7.9X19LLBB,18,"63,5",0,0,0,,,"23,1",183,"30,3","2,82","54,7",229,"31,3","3,15","66,5",0,0,0,0,0,0
2L89X64X6.4LLBB,"14,6","63,5",0,0,0,,,"18,7",151,"24,7","2,84","44,6",109,"17,2","2,41","33,8",0,0,0,0,0,0
2L89X64X6.4X9LLBB,"14,6","63,5",0,0,0,,,"18,7",151,"24,7","2,84","44,6",141,"20,6","2,74","42,8",0,0,0,0,0,0
2L89X64X6.4X19LLBB,"14,6","63,5",0,0,0,,,"18,7",151,"24,7","2,84","44,6",180,"24,6","3,1","51,6",0,0,0,0,0,0
2L76X64X12.7LLBB,"25,2","63,5",0,0,0,,,"32,3",172,"33,8","2,31",61,225,"35,4","2,64","78,3",0,0,0,0,0,0
2L76X64X12.7X9LLBB,"25,2","63,5",0,0,0,,,"32,3",172,"33,8","2,31",61,290,"42,4",3,"93,6",0,0,0,0,0,0
2L76X64X12.7X19LLBB,"25,2","63,5",0,0,0,,,"32,3",172,"33,8","2,31",61,368,"50,3","3,38",109,0,0,0,0,0,0
2L76X64X11.1LLBB,"22,6","63,5",0,0,0,,,"28,6",156,"30,2","2,33","54,4",192,"30,3","2,59",66,0,0,0,0,0,0
2L76X64X11.1X9LLBB,"22,6","63,5",0,0,0,,,"28,6",156,"30,2","2,33","54,4",248,"36,4","2,95","79,8",0,0,0,0,0,0
2L76X64X11.1X19LLBB,"22,6","63,5",0,0,0,,,"28,6",156,"30,2","2,33","54,4",322,"44,1","3,35","93,4",0,0,0,0,0,0
2L76X64X9.5LLBB,"19,6","63,5",0,0,0,,,"24,9",137,"26,4","2,35","47,5",164,"25,9","2,57","54,4",0,0,0,0,0,0
2L76X64X9.5X9LLBB,"19,6","63,5",0,0,0,,,"24,9",137,"26,4","2,35","47,5",212,"31,1","2,92","66,4",0,0,0,0,0,0
2L76X64X9.5X19LLBB,"19,6","63,5",0,0,0,,,"24,9",137,"26,4","2,35","47,5",271,"37,2","3,3","78,2",0,0,0,0,0,0
2L76X64X7.9LLBB,"16,6","63,5",0,0,0,,,21,117,"22,3","2,37","40,3",136,"21,3","2,54","43,4",0,0,0,0,0,0
2L76X64X7.9X9LLBB,"16,6","63,5",0,0,0,,,21,117,"22,3","2,37","40,3",176,"25,9","2,9","53,4",0,0,0,0,0,0
2L76X64X7.9X19LLBB,"16,6","63,5",0,0,0,,,21,117,"22,3","2,37","40,3",226,31,"3,28","63,4",0,0,0,0,0,0
2L76X64X6.4LLBB,"13,4","63,5",0,0,0,,,17,"96,6","18,2","2,39","32,8",108,17,"2,52","32,9",0,0,0,0,0,0
2L76X64X6.4X9LLBB,"13,4","63,5",0,0,0,,,17,"96,6","18,2","2,39","32,8",138,"20,2","2,84","41,1",0,0,0,0,0,0
2L76X64X6.4X19LLBB,"13,4","63,5",0,0,0,,,17,"96,6","18,2","2,39","32,8",177,"24,3","3,23","49,2",0,0,0,0,0,0
2L76X64X4.8LLBB,"10,2","63,5",0,0,0,,,"12,9","74,9","13,9","2,41","24,9","79,9","12,6","2,49","23,3",0,0,0,0,0,0
2L76X64X4.8X9LLBB,"10,2","63,5",0,0,0,,,"12,9","74,9","13,9","2,41","24,9",102,15,"2,82","29,5",0,0,0,0,0,0
2L76X64X4.8X19LLBB,"10,2","63,5",0,0,0,,,"12,9","74,9","13,9","2,41","24,9",130,"17,9","3,18","35,6",0,0,0,0,0,0
2L76X51X12.7LLBB,"22,8","50,8",0,0,0,,,"29,2",160,"32,8","2,34","58,3",119,"23,4","2,02",57,0,0,0,0,0,0
2L76X51X12.7X9LLBB,"22,8","50,8",0,0,0,,,"29,2",160,"32,8","2,34","58,3",166,"29,8","2,39",71,0,0,0,0,0,0
2L76X51X12.7X19LLBB,"22,8","50,8",0,0,0,,,"29,2",160,"32,8","2,34","58,3",228,"37,7","2,79","84,9",0,0,0,0,0,0
2L76X51X9.5LLBB,"17,4","50,8",0,0,0,,,"22,6",128,"25,6","2,38","45,6","86,6",17,"1,96",39,0,0,0,0,0,0
2L76X51X9.5X9LLBB,"17,4","50,8",0,0,0,,,"22,6",128,"25,6","2,38","45,6",121,"21,8","2,31","49,8",0,0,0,0,0,0
2L76X51X9.5X19LLBB,"17,4","50,8",0,0,0,,,"22,6",128,"25,6","2,38","45,6",167,"27,7","2,72","60,6",0,0,0,0,0,0
2L76X51X7.9LLBB,"14,8","50,8",0,0,0,,,"19,1",110,"21,6","2,4",39,"71,2",14,"1,93","30,8",0,0,0,0,0,0
2L76X51X7.9X9LLBB,"14,8","50,8",0,0,0,,,"19,1",110,"21,6","2,4",39,"99,1","17,9","2,28","39,8",0,0,0,0,0,0
2L76X51X7.9X19LLBB,"14,8","50,8",0,0,0,,,"19,1",110,"21,6","2,4",39,136,"22,5","2,67",49,0,0,0,0,0,0
2L76X51X6.4LLBB,"12,2","50,8",0,0,0,,,"15,5","90,7","17,7","2,42","31,8","56,2","11,1","1,9","23,1",0,0,0,0,0,0
2L76X51X6.4X9LLBB,"12,2","50,8",0,0,0,,,"15,5","90,7","17,7","2,42","31,8","77,8",14,"2,24","30,5",0,0,0,0,0,0
2L76X51X6.4X19LLBB,"12,2","50,8",0,0,0,,,"15,5","90,7","17,7","2,42","31,8",106,"17,5","2,62","37,9",0,0,0,0,0,0
2L76X51X4.8LLBB,"9,2","50,8",0,0,0,,,"11,8","70,3","13,6","2,44","24,4","41,6","8,19","1,88","16,2",0,0,0,0,0,0
2L76X51X4.8X9LLBB,"9,2","50,8",0,0,0,,,"11,8","70,3","13,6","2,44","24,4","57,4","10,3","2,21","21,8",0,0,0,0,0,0
2L76X51X4.8X19LLBB,"9,2","50,8",0,0,0,,,"11,8","70,3","13,6","2,44","24,4","79,1","13,1","2,59","27,4",0,0,0,0,0,0
2L64X51X9.5LLBB,"15,8","50,8",0,0,0,,,20,"76,2","17,9","1,95","32,1","85,7","16,9","2,07","37,4",0,0,0,0,0,0
2L64X51X9.5X9LLBB,"15,8","50,8",0,0,0,,,20,"76,2","17,9","1,95","32,1",118,"21,3","2,43","46,9",0,0,0,0,0,0
2L64X51X9.5X19LLBB,"15,8","50,8",0,0,0,,,20,"76,2","17,9","1,95","32,1",159,"26,4","2,82","56,4",0,0,0,0,0,0
2L64X51X7.9LLBB,"13,4","50,8",0,0,0,,,17,"65,8","15,2","1,97","27,5","71,2",14,"2,04","29,8",0,0,0,0,0,0
2L64X51X7.9X9LLBB,"13,4","50,8",0,0,0,,,17,"65,8","15,2","1,97","27,5","97,8","17,5","2,4","37,9",0,0,0,0,0,0
2L64X51X7.9X19LLBB,"13,4","50,8",0,0,0,,,17,"65,8","15,2","1,97","27,5",133,22,"2,79",46,0,0,0,0,0,0
2L64X51X6.4LLBB,"10,8","50,8",0,0,0,,,"13,8","54,5","12,5","1,99","22,6","56,2","11,1","2,02","22,5",0,0,0,0,0,0
2L64X51X6.4X9LLBB,"10,8","50,8",0,0,0,,,"13,8","54,5","12,5","1,99","22,6",77,"13,9","2,36",29,0,0,0,0,0,0
2L64X51X6.4X19LLBB,"10,8","50,8",0,0,0,,,"13,8","54,5","12,5","1,99","22,6",104,"17,2","2,74","35,6",0,0,0,0,0,0
2L64X51X4.8LLBB,"8,4","50,8",0,0,0,,,"10,6","42,5","9,6","2,01","17,4",42,"8,28","1,99","15,8",0,0,0,0,0,0
2L64X51X4.8X9LLBB,"8,4","50,8",0,0,0,,,"10,6","42,5","9,6","2,01","17,4","57,4","10,3","2,33","20,8",0,0,0,0,0,0
2L64X51X4.8X19LLBB,"8,4","50,8",0,0,0,,,"10,6","42,5","9,6","2,01","17,4","78,3",13,"2,72","25,9",0,0,0,0,0,0
2L64X38X6.4LLBB,"9,49","38,1",0,0,0,,,"12,2","49,5","11,9","2,01","21,1","23,9","6,28","1,4","14,5",0,0,0,0,0,0
2L64X38X6.4X9LLBB,"9,49","38,1",0,0,0,,,"12,2","49,5","11,9","2,01","21,1","37,5","8,77","1,76","20,3",0,0,0,0,0,0
2L64X38X6.4X19LLBB,"9,49","38,1",0,0,0,,,"12,2","49,5","11,9","2,01","21,1",57,12,"2,16","26,1",0,0,0,0,0,0
2L64X38X4.8LLBB,"7,26","38,1",0,0,0,,,"9,35","38,6","9,18","2,03","16,3","17,6","4,64","1,37","9,98",0,0,0,0,0,0
2L64X38X4.8X9LLBB,"7,26","38,1",0,0,0,,,"9,35","38,6","9,18","2,03","16,3","27,7","6,46","1,72","14,4",0,0,0,0,0,0
2L64X38X4.8X19LLBB,"7,26","38,1",0,0,0,,,"9,35","38,6","9,18","2,03","16,3",42,"8,83","2,12","18,8",0,0,0,0,0,0
2L203X152X25.4SLBB,131,152,0,0,0,,,169,3230,292,"4,37",531,14400,706,"9,22",1520,0,0,0,0,0,0
2L203X152X25.4X9SLBB,131,152,0,0,0,,,169,3230,292,"4,37",531,15500,744,"9,58",1600,0,0,0,0,0,0
2L203X152X25.4X19SLBB,131,152,0,0,0,,,169,3230,292,"4,37",531,16700,785,"9,93",1670,0,0,0,0,0,0
2L203X152X22.2SLBB,116,152,0,0,0,,,148,2910,261,"4,42",470,12500,615,"9,17",1330,0,0,0,0,0,0
2L203X152X22.2X9SLBB,116,152,0,0,0,,,148,2910,261,"4,42",470,13400,647,"9,53",1400,0,0,0,0,0,0
2L203X152X22.2X19SLBB,116,152,0,0,0,,,148,2910,261,"4,42",470,14500,682,"9,88",1470,0,0,0,0,0,0
2L203X152X19SLBB,100,152,0,0,0,,,129,2560,226,"4,45",408,10700,528,"9,12",1130,0,0,0,0,0,0
2L203X152X19X9SLBB,100,152,0,0,0,,,129,2560,226,"4,45",408,11500,554,"9,45",1190,0,0,0,0,0,0
2L203X152X19X19SLBB,100,152,0,0,0,,,129,2560,226,"4,45",408,12400,583,"9,8",1250,0,0,0,0,0,0
2L203X152X15.9SLBB,"84,4",152,0,0,0,,,108,2200,193,"4,5",344,8910,439,"9,07",939,0,0,0,0,0,0
2L203X152X15.9X9SLBB,"84,4",152,0,0,0,,,108,2200,193,"4,5",344,9570,460,"9,4",991,0,0,0,0,0,0
2L203X152X15.9X19SLBB,"84,4",152,0,0,0,,,108,2200,193,"4,5",344,10300,485,"9,75",1040,0,0,0,0,0,0
2L203X152X14.3SLBB,"76,2",152,0,0,0,,,"98,1",2010,175,"4,52",311,7990,393,"9,02",842,0,0,0,0,0,0
2L203X152X14.3X9SLBB,"76,2",152,0,0,0,,,"98,1",2010,175,"4,52",311,8620,415,"9,37",890,0,0,0,0,0,0
2L203X152X14.3X19SLBB,"76,2",152,0,0,0,,,"98,1",2010,175,"4,52",311,9280,436,"9,73",936,0,0,0,0,0,0
2L203X152X12.7SLBB,"68,2",152,0,0,0,,,"87,7",1810,157,"4,55",279,7080,347,"8,99",744,0,0,0,0,0,0
2L203X152X12.7X9SLBB,"68,2",152,0,0,0,,,"87,7",1810,157,"4,55",279,7660,369,"9,35",787,0,0,0,0,0,0
2L203X152X12.7X19SLBB,"68,2",152,0,0,0,,,"87,7",1810,157,"4,55",279,8200,385,"9,68",828,0,0,0,0,0,0
2L203X152X11.1SLBB,"59,8",152,0,0,0,,,"77,4",1610,139,"4,57",246,6240,308,"8,97",646,0,0,0,0,0,0
2L203X152X11.1X9SLBB,"59,8",152,0,0,0,,,"77,4",1610,139,"4,57",246,6700,323,"9,3",683,0,0,0,0,0,0
2L203X152X11.1X19SLBB,"59,8",152,0,0,0,,,"77,4",1610,139,"4,57",246,7200,339,"9,65",719,0,0,0,0,0,0
2L203X102X25.4SLBB,111,102,0,0,0,,,143,970,129,"2,62",254,14400,706,10,1690,0,0,0,0,0,0
2L203X102X25.4X9SLBB,111,102,0,0,0,,,143,970,129,"2,62",254,15400,741,"10,4",1750,0,0,0,0,0,0
2L203X102X25.4X19SLBB,111,102,0,0,0,,,143,970,129,"2,62",254,16500,777,"10,7",1820,0,0,0,0,0,0
2L203X102X22.2SLBB,"98,6",102,0,0,0,,,126,878,115,"2,64",221,12500,615,"9,93",1480,0,0,0,0,0,0
2L203X102X22.2X9SLBB,"98,6",102,0,0,0,,,126,878,115,"2,64",221,13400,647,"10,3",1540,0,0,0,0,0,0
2L203X102X22.2X19SLBB,"98,6",102,0,0,0,,,126,878,115,"2,64",221,14400,678,"10,7",1600,0,0,0,0,0,0
2L203X102X19SLBB,"85,4",102,0,0,0,,,110,778,101,"2,67",190,10700,526,"9,88",1270,0,0,0,0,0,0
2L203X102X19X9SLBB,"85,4",102,0,0,0,,,110,778,101,"2,67",190,11500,552,"10,2",1320,0,0,0,0,0,0
2L203X102X19X19SLBB,"85,4",102,0,0,0,,,110,778,101,"2,67",190,12400,582,"10,6",1370,0,0,0,0,0,0
2L203X102X15.9SLBB,72,102,0,0,0,,,"92,3",674,"85,7","2,69",159,8870,436,"9,8",1060,0,0,0,0,0,0
2L203X102X15.9X9SLBB,72,102,0,0,0,,,"92,3",674,"85,7","2,69",159,9530,459,"10,2",1100,0,0,0,0,0,0
2L203X102X15.9X19SLBB,72,102,0,0,0,,,"92,3",674,"85,7","2,69",159,10200,482,"10,5",1150,0,0,0,0,0,0
2L203X102X14.3SLBB,"65,2",102,0,0,0,,,"83,9",620,"78,2","2,72",144,8030,395,"9,78",952,0,0,0,0,0,0
2L203X102X14.3X9SLBB,"65,2",102,0,0,0,,,"83,9",620,"78,2","2,72",144,8620,415,"10,1",993,0,0,0,0,0,0
2L203X102X14.3X19SLBB,"65,2",102,0,0,0,,,"83,9",620,"78,2","2,72",144,9240,434,"10,5",1030,0,0,0,0,0,0
2L203X102X12.7SLBB,"58,4",102,0,0,0,,,"74,8",562,"70,3","2,74",128,7080,347,"9,73",849,0,0,0,0,0,0
2L203X102X12.7X9SLBB,"58,4",102,0,0,0,,,"74,8",562,"70,3","2,74",128,7620,367,"10,1",883,0,0,0,0,0,0
2L203X102X12.7X19SLBB,"58,4",102,0,0,0,,,"74,8",562,"70,3","2,74",128,8200,385,"10,5",919,0,0,0,0,0,0
2L203X102X11.1SLBB,"51,2",102,0,0,0,,,"65,8",504,"62,4","2,77",112,6200,305,"9,7",742,0,0,0,0,0,0
2L203X102X11.1X9SLBB,"51,2",102,0,0,0,,,"65,8",504,"62,4","2,77",112,6660,320,"10,1",773,0,0,0,0,0,0
2L203X102X11.1X19SLBB,"51,2",102,0,0,0,,,"65,8",504,"62,4","2,77",112,7120,334,"10,4",806,0,0,0,0,0,0
2L178X102X19SLBB,"77,6",102,0,0,0,,,100,749,"98,5","2,74",184,7200,405,"8,48",952,0,0,0,0,0,0
2L178X102X19X9SLBB,"77,6",102,0,0,0,,,100,749,"98,5","2,74",184,7830,429,"8,84",1000,0,0,0,0,0,0
2L178X102X19X19SLBB,"77,6",102,0,0,0,,,100,749,"98,5","2,74",184,8490,454,"9,22",1050,0,0,0,0,0,0
2L178X102X15.9SLBB,"65,4",102,0,0,0,,,"83,9",649,"83,9","2,79",154,5910,333,"8,41",796,0,0,0,0,0,0
2L178X102X15.9X9SLBB,"65,4",102,0,0,0,,,"83,9",649,"83,9","2,79",154,6490,356,"8,79",836,0,0,0,0,0,0
2L178X102X15.9X19SLBB,"65,4",102,0,0,0,,,"83,9",649,"83,9","2,79",154,6990,374,"9,14",877,0,0,0,0,0,0
2L178X102X12.7SLBB,53,102,0,0,0,,,"67,7",541,"68,8","2,82",124,4750,267,"8,36",637,0,0,0,0,0,0
2L178X102X12.7X9SLBB,53,102,0,0,0,,,"67,7",541,"68,8","2,82",124,5160,283,"8,71",670,0,0,0,0,0,0
2L178X102X12.7X19SLBB,53,102,0,0,0,,,"67,7",541,"68,8","2,82",124,5580,298,"9,07",703,0,0,0,0,0,0
2L178X102X11.1SLBB,"46,8",102,0,0,0,,,"59,7",483,61,"2,84",108,4150,233,"8,33",557,0,0,0,0,0,0
2L178X102X11.1X9SLBB,"46,8",102,0,0,0,,,"59,7",483,61,"2,84",108,4500,246,"8,69",585,0,0,0,0,0,0
2L178X102X11.1X19SLBB,"46,8",102,0,0,0,,,"59,7",483,61,"2,84",108,4870,261,"9,04",615,0,0,0,0,0,0
2L178X102X9.5SLBB,"40,4",102,0,0,0,,,"51,6",420,"52,8","2,84","93,1",3540,198,"8,28",477,0,0,0,0,0,0
2L178X102X9.5X9SLBB,"40,4",102,0,0,0,,,"51,6",420,"52,8","2,84","93,1",3850,211,"8,64",501,0,0,0,0,0,0
2L178X102X9.5X19SLBB,"40,4",102,0,0,0,,,"51,6",420,"52,8","2,84","93,1",4160,223,"8,99",526,0,0,0,0,0,0
2L152X102X22.2SLBB,81,102,0,0,0,,,103,807,110,"2,79",205,5290,347,"7,16",791,0,0,0,0,0,0
2L152X102X22.2X9SLBB,81,102,0,0,0,,,103,807,110,"2,79",205,5830,370,"7,52",841,0,0,0,0,0,0
2L152X102X22.2X19SLBB,81,102,0,0,0,,,103,807,110,"2,79",205,6450,398,"7,9",890,0,0,0,0,0,0
2L152X102X19SLBB,"70,2",102,0,0,0,,,"89,7",720,"96,7","2,84",177,4540,298,"7,11",677,0,0,0,0,0,0
2L152X102X19X9SLBB,"70,2",102,0,0,0,,,"89,7",720,"96,7","2,84",177,4990,318,"7,47",719,0,0,0,0,0,0
2L152X102X19X19SLBB,"70,2",102,0,0,0,,,"89,7",720,"96,7","2,84",177,5490,339,"7,82",762,0,0,0,0,0,0
2L152X102X15.9SLBB,"59,6",102,0,0,0,,,"75,5",624,"82,4","2,87",150,3740,246,"7,04",564,0,0,0,0,0,0
2L152X102X15.9X9SLBB,"59,6",102,0,0,0,,,"75,5",624,"82,4","2,87",150,4120,262,"7,39",600,0,0,0,0,0,0
2L152X102X15.9X19SLBB,"59,6",102,0,0,0,,,"75,5",624,"82,4","2,87",150,4580,283,"7,77",636,0,0,0,0,0,0
2L152X102X14.3SLBB,53,102,0,0,0,,,"68,4",570,"75,1","2,9",135,3360,220,"7,01",506,0,0,0,0,0,0
2L152X102X14.3X9SLBB,53,102,0,0,0,,,"68,4",570,"75,1","2,9",135,3710,236,"7,37",539,0,0,0,0,0,0
2L152X102X14.3X19SLBB,53,102,0,0,0,,,"68,4",570,"75,1","2,9",135,4080,252,"7,72",572,0,0,0,0,0,0
2L152X102X12.7SLBB,"48,2",102,0,0,0,,,"61,3",516,"67,5","2,9",121,2990,197,"6,99",449,0,0,0,0,0,0
